id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
44658,31.0,management,single,tertiary,no,1675.0,no,no,cellular,2.0,sep,114.0,2.0,363.0,1.0,failure
44659,35.0,technician,married,secondary,no,294.0,yes,no,cellular,2.0,sep,97.0,6.0,79.0,11.0,failure
44660,37.0,admin.,single,tertiary,no,635.0,no,no,cellular,2.0,sep,238.0,1.0,464.0,2.0,failure
44661,21.0,student,single,secondary,no,357.0,no,no,cellular,2.0,sep,115.0,3.0,-1.0,0.0,unknown
44662,22.0,student,single,unknown,no,549.0,no,no,cellular,2.0,sep,154.0,1.0,-1.0,0.0,unknown
44663,25.0,student,single,secondary,no,2975.0,no,no,cellular,2.0,sep,799.0,2.0,-1.0,0.0,unknown
44664,41.0,unemployed,single,tertiary,no,7968.0,no,no,cellular,2.0,sep,404.0,1.0,184.0,4.0,success
44665,25.0,student,single,secondary,no,154.0,no,no,cellular,2.0,sep,382.0,1.0,183.0,3.0,success
44666,25.0,technician,single,secondary,no,1298.0,no,no,cellular,2.0,sep,206.0,7.0,94.0,2.0,other
44667,48.0,management,married,tertiary,no,1204.0,no,no,cellular,3.0,sep,116.0,2.0,760.0,1.0,other
44668,32.0,services,single,tertiary,no,620.0,no,no,cellular,3.0,sep,110.0,6.0,95.0,5.0,other
44669,88.0,retired,married,primary,no,648.0,no,no,telephone,3.0,sep,318.0,1.0,-1.0,0.0,unknown
44670,27.0,student,single,tertiary,no,5169.0,yes,no,cellular,3.0,sep,431.0,1.0,466.0,3.0,success
44671,32.0,management,married,tertiary,no,6138.0,no,no,cellular,3.0,sep,251.0,3.0,36.0,11.0,success
44672,40.0,technician,married,tertiary,no,2627.0,yes,no,cellular,3.0,sep,240.0,3.0,-1.0,0.0,unknown
44673,49.0,admin.,single,tertiary,no,228.0,yes,no,cellular,3.0,sep,252.0,2.0,93.0,2.0,success
44674,39.0,services,single,secondary,no,91.0,no,no,cellular,3.0,sep,213.0,1.0,185.0,1.0,success
44675,35.0,admin.,married,secondary,no,1204.0,no,no,cellular,3.0,sep,789.0,2.0,-1.0,0.0,unknown
44676,57.0,retired,married,primary,no,1947.0,no,no,cellular,3.0,sep,126.0,1.0,185.0,7.0,success
44677,70.0,retired,divorced,secondary,no,6850.0,no,no,telephone,3.0,sep,228.0,1.0,182.0,4.0,failure
44678,60.0,admin.,married,secondary,no,12980.0,no,no,cellular,3.0,sep,177.0,2.0,182.0,1.0,success
44679,43.0,technician,married,secondary,no,4945.0,yes,no,cellular,3.0,sep,219.0,3.0,185.0,2.0,success
44680,27.0,self-employed,single,tertiary,no,560.0,no,no,telephone,3.0,sep,543.0,9.0,465.0,2.0,failure
44681,55.0,unknown,married,primary,no,159.0,no,no,unknown,4.0,sep,15.0,1.0,-1.0,0.0,unknown
44682,41.0,housemaid,married,primary,no,379.0,no,yes,unknown,4.0,sep,9.0,1.0,-1.0,0.0,unknown
44683,32.0,technician,single,secondary,no,260.0,yes,no,unknown,5.0,sep,13.0,1.0,656.0,7.0,other
44684,22.0,student,single,secondary,no,249.0,no,no,unknown,5.0,sep,11.0,1.0,-1.0,0.0,unknown
44685,51.0,technician,married,secondary,no,980.0,no,no,cellular,6.0,sep,114.0,2.0,-1.0,0.0,unknown
44686,38.0,management,single,tertiary,no,1027.0,yes,no,cellular,6.0,sep,387.0,2.0,188.0,3.0,success
44687,52.0,management,married,unknown,no,1708.0,no,no,unknown,6.0,sep,310.0,1.0,75.0,4.0,failure
44688,83.0,housemaid,married,primary,no,2140.0,no,no,cellular,6.0,sep,109.0,3.0,276.0,8.0,other
44689,48.0,management,married,tertiary,no,0.0,yes,no,cellular,6.0,sep,194.0,2.0,125.0,6.0,failure
44690,29.0,unemployed,single,unknown,no,1584.0,no,no,cellular,6.0,sep,245.0,1.0,-1.0,0.0,unknown
44691,32.0,entrepreneur,married,secondary,no,390.0,no,no,cellular,6.0,sep,440.0,1.0,280.0,1.0,failure
44692,43.0,admin.,single,secondary,no,1707.0,yes,no,cellular,6.0,sep,369.0,3.0,504.0,5.0,other
44693,39.0,admin.,married,secondary,no,179.0,no,no,unknown,6.0,sep,36.0,1.0,-1.0,0.0,unknown
44694,65.0,admin.,married,secondary,no,952.0,no,no,cellular,6.0,sep,255.0,1.0,96.0,1.0,success
44695,72.0,retired,married,secondary,no,1978.0,no,no,cellular,6.0,sep,312.0,1.0,-1.0,0.0,unknown
44696,61.0,admin.,divorced,secondary,no,4519.0,no,no,cellular,6.0,sep,145.0,1.0,391.0,11.0,other
44697,33.0,blue-collar,single,secondary,no,329.0,no,no,cellular,6.0,sep,224.0,1.0,145.0,2.0,other
44698,34.0,technician,married,secondary,no,384.0,yes,no,cellular,6.0,sep,127.0,2.0,831.0,1.0,other
44699,33.0,technician,married,tertiary,no,1126.0,yes,no,unknown,6.0,sep,11.0,1.0,490.0,5.0,other
44700,34.0,admin.,married,tertiary,no,1636.0,yes,yes,cellular,6.0,sep,136.0,1.0,521.0,2.0,failure
44701,84.0,retired,divorced,primary,no,1680.0,no,no,telephone,6.0,sep,113.0,5.0,97.0,3.0,other
44702,26.0,technician,single,secondary,no,1105.0,yes,no,cellular,6.0,sep,415.0,1.0,297.0,3.0,other
44703,37.0,services,married,secondary,no,52.0,yes,no,cellular,6.0,sep,908.0,1.0,185.0,9.0,success
44704,52.0,management,married,tertiary,no,2635.0,no,no,cellular,6.0,sep,313.0,1.0,108.0,8.0,success
44705,38.0,entrepreneur,married,tertiary,no,1649.0,no,yes,cellular,6.0,sep,218.0,2.0,432.0,3.0,success
44706,33.0,admin.,married,secondary,no,616.0,no,no,unknown,6.0,sep,35.0,1.0,-1.0,0.0,unknown
44707,33.0,admin.,married,secondary,no,616.0,no,no,cellular,6.0,sep,250.0,3.0,-1.0,0.0,unknown
44708,32.0,technician,single,secondary,no,1089.0,no,no,cellular,6.0,sep,125.0,2.0,-1.0,0.0,unknown
44709,38.0,management,married,tertiary,no,14352.0,no,no,unknown,6.0,sep,8.0,1.0,-1.0,0.0,unknown
44710,26.0,admin.,single,tertiary,no,760.0,yes,no,cellular,6.0,sep,164.0,2.0,186.0,7.0,success
44711,53.0,admin.,married,secondary,no,0.0,no,no,telephone,6.0,sep,353.0,1.0,655.0,5.0,failure
44712,34.0,unemployed,single,unknown,no,517.0,no,no,cellular,6.0,sep,791.0,3.0,-1.0,0.0,unknown
44713,27.0,management,single,tertiary,no,592.0,no,no,cellular,7.0,sep,667.0,1.0,221.0,3.0,failure
44714,45.0,unknown,married,tertiary,no,406.0,no,no,cellular,7.0,sep,314.0,1.0,-1.0,0.0,unknown
44715,27.0,services,single,secondary,no,44.0,no,no,unknown,7.0,sep,11.0,1.0,-1.0,0.0,unknown
44716,65.0,retired,married,secondary,no,1220.0,no,no,cellular,7.0,sep,127.0,1.0,186.0,2.0,failure
44717,37.0,management,married,tertiary,no,6771.0,no,no,cellular,7.0,sep,337.0,1.0,186.0,1.0,success
44718,31.0,technician,married,tertiary,no,3192.0,yes,no,cellular,7.0,sep,179.0,1.0,186.0,2.0,failure
44719,28.0,management,single,tertiary,no,890.0,yes,no,cellular,7.0,sep,201.0,1.0,-1.0,0.0,unknown
44720,36.0,admin.,married,secondary,no,194.0,yes,yes,cellular,7.0,sep,120.0,3.0,-1.0,0.0,unknown
44721,26.0,unemployed,single,secondary,no,4.0,no,no,unknown,7.0,sep,8.0,1.0,-1.0,0.0,unknown
44722,43.0,management,divorced,tertiary,no,2251.0,no,no,cellular,7.0,sep,332.0,5.0,-1.0,0.0,unknown
44723,61.0,retired,married,primary,no,56.0,no,no,cellular,7.0,sep,288.0,3.0,-1.0,0.0,unknown
44724,32.0,blue-collar,married,primary,no,1644.0,no,no,cellular,7.0,sep,492.0,3.0,102.0,5.0,other
44725,51.0,management,single,tertiary,no,151.0,yes,no,cellular,8.0,sep,638.0,1.0,427.0,3.0,success
44726,38.0,admin.,married,secondary,no,0.0,yes,no,cellular,8.0,sep,210.0,1.0,92.0,3.0,success
44727,31.0,technician,married,tertiary,no,1570.0,yes,no,cellular,8.0,sep,213.0,4.0,184.0,5.0,success
44728,46.0,admin.,married,secondary,no,0.0,yes,no,cellular,8.0,sep,149.0,2.0,187.0,1.0,failure
44729,34.0,management,divorced,tertiary,no,2240.0,no,no,cellular,8.0,sep,220.0,2.0,184.0,3.0,success
44730,52.0,management,married,tertiary,no,994.0,no,no,cellular,8.0,sep,127.0,1.0,370.0,4.0,failure
44731,60.0,unemployed,married,secondary,no,957.0,no,no,cellular,8.0,sep,246.0,1.0,184.0,3.0,success
44732,23.0,student,single,tertiary,no,508.0,no,no,cellular,8.0,sep,210.0,1.0,92.0,1.0,failure
44733,24.0,student,single,secondary,no,689.0,no,no,cellular,8.0,sep,630.0,1.0,-1.0,0.0,unknown
44734,77.0,retired,married,primary,no,1385.0,no,no,telephone,8.0,sep,160.0,4.0,-1.0,0.0,unknown
44735,36.0,management,married,tertiary,no,2161.0,no,no,cellular,8.0,sep,708.0,2.0,183.0,5.0,success
44736,37.0,blue-collar,single,secondary,no,292.0,no,no,unknown,8.0,sep,9.0,1.0,-1.0,0.0,unknown
44737,46.0,student,single,unknown,no,1527.0,no,no,cellular,8.0,sep,358.0,3.0,184.0,1.0,success
44738,80.0,retired,married,secondary,no,8304.0,no,no,telephone,8.0,sep,606.0,3.0,91.0,13.0,success
44739,37.0,management,single,tertiary,no,698.0,no,no,cellular,8.0,sep,1081.0,2.0,-1.0,0.0,unknown
44740,25.0,student,single,tertiary,no,20.0,no,no,cellular,8.0,sep,127.0,2.0,-1.0,0.0,unknown
44741,33.0,blue-collar,married,secondary,no,983.0,no,no,unknown,8.0,sep,9.0,1.0,-1.0,0.0,unknown
44742,64.0,unknown,married,unknown,no,2799.0,no,no,telephone,9.0,sep,378.0,4.0,-1.0,0.0,unknown
44743,45.0,management,married,tertiary,no,623.0,no,no,cellular,9.0,sep,405.0,3.0,-1.0,0.0,unknown
44744,39.0,management,married,tertiary,no,494.0,no,no,cellular,9.0,sep,216.0,1.0,183.0,5.0,success
44745,62.0,retired,married,secondary,no,2801.0,yes,yes,cellular,9.0,sep,261.0,1.0,183.0,1.0,success
44746,84.0,retired,married,tertiary,no,4761.0,no,no,telephone,9.0,sep,1405.0,1.0,92.0,3.0,failure
44747,24.0,student,single,tertiary,no,834.0,no,no,cellular,9.0,sep,679.0,1.0,-1.0,0.0,unknown
44748,37.0,unemployed,married,secondary,no,1978.0,no,no,cellular,9.0,sep,404.0,1.0,182.0,1.0,success
44749,24.0,student,single,secondary,no,139.0,no,no,cellular,9.0,sep,430.0,4.0,-1.0,0.0,unknown
44750,28.0,management,married,tertiary,no,12.0,yes,no,cellular,9.0,sep,202.0,1.0,-1.0,0.0,unknown
44751,31.0,management,married,tertiary,no,877.0,no,no,cellular,9.0,sep,209.0,1.0,92.0,8.0,success
44752,75.0,retired,divorced,primary,no,1926.0,no,no,cellular,9.0,sep,761.0,1.0,93.0,5.0,other
44753,40.0,management,married,tertiary,no,4675.0,no,no,cellular,9.0,sep,263.0,1.0,-1.0,0.0,unknown
44754,33.0,unemployed,single,secondary,no,2066.0,no,yes,cellular,9.0,sep,305.0,1.0,749.0,2.0,failure
44755,33.0,admin.,single,secondary,no,555.0,yes,no,cellular,9.0,sep,204.0,1.0,365.0,1.0,success
44756,64.0,retired,married,primary,no,48.0,no,no,cellular,9.0,sep,167.0,3.0,92.0,1.0,success
44757,48.0,technician,married,primary,no,235.0,no,no,cellular,9.0,sep,386.0,2.0,191.0,3.0,success
44758,28.0,admin.,married,secondary,no,1595.0,no,no,unknown,9.0,sep,1.0,1.0,254.0,4.0,success
44759,28.0,admin.,married,secondary,no,1595.0,no,no,cellular,9.0,sep,268.0,1.0,254.0,4.0,success
44760,28.0,student,single,tertiary,no,5741.0,no,no,cellular,10.0,sep,1042.0,5.0,200.0,3.0,failure
44761,65.0,unemployed,divorced,secondary,no,588.0,no,no,cellular,10.0,sep,110.0,4.0,186.0,1.0,success
44762,69.0,retired,married,unknown,no,426.0,no,no,telephone,10.0,sep,211.0,2.0,185.0,2.0,success
44763,28.0,management,single,tertiary,no,187.0,no,no,cellular,10.0,sep,255.0,1.0,93.0,2.0,success
44764,39.0,technician,single,secondary,no,300.0,no,no,cellular,10.0,sep,315.0,6.0,394.0,1.0,failure
44765,24.0,admin.,single,secondary,no,166.0,no,no,cellular,10.0,sep,256.0,2.0,-1.0,0.0,unknown
44766,51.0,housemaid,divorced,primary,no,127.0,no,no,unknown,13.0,sep,69.0,1.0,-1.0,0.0,unknown
44767,83.0,retired,divorced,primary,no,4565.0,no,no,cellular,13.0,sep,175.0,2.0,-1.0,0.0,unknown
44768,39.0,management,married,tertiary,no,562.0,no,no,cellular,13.0,sep,303.0,2.0,-1.0,0.0,unknown
44769,52.0,unemployed,married,secondary,no,1416.0,no,no,cellular,13.0,sep,218.0,3.0,187.0,3.0,success
44770,37.0,services,single,tertiary,no,1189.0,no,no,cellular,13.0,sep,323.0,9.0,199.0,4.0,other
44771,47.0,technician,married,secondary,no,1740.0,yes,no,cellular,13.0,sep,502.0,1.0,490.0,1.0,failure
44772,25.0,student,single,secondary,no,486.0,no,no,cellular,13.0,sep,273.0,3.0,199.0,4.0,failure
44773,31.0,management,single,tertiary,no,147.0,no,no,cellular,13.0,sep,81.0,3.0,96.0,5.0,success
44774,33.0,services,married,secondary,no,2368.0,no,no,unknown,13.0,sep,5.0,1.0,-1.0,0.0,unknown
44775,30.0,technician,single,secondary,no,167.0,no,no,unknown,14.0,sep,9.0,1.0,-1.0,0.0,unknown
44776,22.0,student,single,secondary,no,224.0,no,no,unknown,14.0,sep,5.0,1.0,-1.0,0.0,unknown
44777,62.0,admin.,married,secondary,no,4608.0,no,no,cellular,14.0,sep,706.0,1.0,186.0,1.0,success
44778,58.0,management,married,tertiary,no,0.0,no,no,cellular,14.0,sep,358.0,2.0,-1.0,0.0,unknown
44779,67.0,retired,married,unknown,no,2540.0,no,no,telephone,14.0,sep,279.0,3.0,92.0,9.0,success
44780,72.0,admin.,married,primary,no,2321.0,no,no,cellular,14.0,sep,221.0,2.0,64.0,12.0,failure
44781,62.0,retired,married,tertiary,no,2557.0,yes,no,cellular,14.0,sep,211.0,1.0,216.0,7.0,success
44782,42.0,management,single,secondary,no,900.0,yes,no,unknown,14.0,sep,6.0,1.0,524.0,7.0,other
44783,41.0,admin.,married,secondary,no,3138.0,no,no,cellular,14.0,sep,409.0,1.0,398.0,1.0,failure
44784,28.0,management,single,tertiary,no,1720.0,no,no,cellular,14.0,sep,230.0,1.0,91.0,4.0,success
44785,43.0,blue-collar,married,secondary,no,408.0,yes,no,unknown,14.0,sep,6.0,1.0,838.0,3.0,other
44786,68.0,retired,divorced,primary,no,2027.0,no,no,cellular,14.0,sep,404.0,2.0,91.0,4.0,success
44787,30.0,management,single,tertiary,no,13774.0,no,no,cellular,14.0,sep,380.0,1.0,-1.0,0.0,unknown
44788,75.0,retired,married,primary,no,1765.0,no,no,telephone,14.0,sep,808.0,1.0,187.0,4.0,failure
44789,24.0,student,single,unknown,no,358.0,no,no,cellular,14.0,sep,407.0,2.0,92.0,2.0,success
44790,21.0,student,single,unknown,no,1506.0,no,no,cellular,14.0,sep,340.0,1.0,-1.0,0.0,unknown
44791,74.0,retired,married,tertiary,no,1843.0,no,no,cellular,15.0,sep,251.0,2.0,184.0,3.0,success
44792,40.0,entrepreneur,married,tertiary,no,3585.0,no,no,cellular,15.0,sep,506.0,3.0,-1.0,0.0,unknown
44793,35.0,blue-collar,married,secondary,no,262.0,no,no,cellular,15.0,sep,331.0,1.0,75.0,6.0,failure
44794,88.0,retired,married,secondary,no,433.0,no,no,telephone,15.0,sep,161.0,1.0,274.0,1.0,failure
44795,49.0,management,married,tertiary,no,1093.0,yes,yes,cellular,15.0,sep,316.0,1.0,246.0,4.0,success
44796,39.0,management,married,unknown,no,76.0,no,no,cellular,15.0,sep,200.0,1.0,183.0,1.0,success
44797,63.0,admin.,divorced,secondary,no,4680.0,no,no,cellular,15.0,sep,953.0,2.0,-1.0,0.0,unknown
44798,38.0,management,married,tertiary,no,1477.0,no,no,cellular,15.0,sep,385.0,3.0,769.0,2.0,failure
44799,43.0,blue-collar,married,primary,no,445.0,yes,no,unknown,15.0,sep,173.0,1.0,-1.0,0.0,unknown
44800,72.0,retired,married,tertiary,no,3561.0,no,no,telephone,15.0,sep,511.0,3.0,184.0,7.0,success
44801,24.0,student,single,secondary,no,8165.0,no,no,cellular,15.0,sep,216.0,1.0,-1.0,0.0,unknown
44802,31.0,management,single,tertiary,no,3340.0,no,no,cellular,15.0,sep,213.0,2.0,469.0,3.0,success
44803,30.0,technician,single,tertiary,no,0.0,no,no,cellular,15.0,sep,214.0,2.0,-1.0,0.0,unknown
44804,32.0,student,single,unknown,no,0.0,no,no,unknown,15.0,sep,7.0,1.0,-1.0,0.0,unknown
44805,24.0,unemployed,single,secondary,no,119.0,no,no,unknown,15.0,sep,51.0,1.0,-1.0,0.0,unknown
44806,74.0,retired,divorced,primary,no,2308.0,no,no,telephone,16.0,sep,251.0,2.0,535.0,2.0,success
44807,33.0,blue-collar,single,primary,no,611.0,no,no,telephone,16.0,sep,390.0,2.0,-1.0,0.0,unknown
44808,36.0,technician,married,tertiary,no,376.0,no,no,cellular,16.0,sep,173.0,1.0,-1.0,0.0,unknown
44809,49.0,technician,married,tertiary,no,1071.0,no,no,cellular,16.0,sep,225.0,1.0,91.0,1.0,success
44810,29.0,management,married,tertiary,no,247.0,no,no,cellular,16.0,sep,143.0,2.0,587.0,3.0,failure
44811,39.0,admin.,divorced,secondary,no,112.0,no,no,cellular,16.0,sep,574.0,3.0,-1.0,0.0,unknown
44812,75.0,retired,divorced,primary,no,852.0,no,no,cellular,16.0,sep,228.0,1.0,185.0,1.0,failure
44813,78.0,retired,divorced,primary,no,527.0,no,no,cellular,16.0,sep,193.0,1.0,-1.0,0.0,unknown
44814,61.0,housemaid,married,primary,no,2580.0,no,no,cellular,16.0,sep,270.0,3.0,202.0,7.0,other
44815,60.0,retired,married,secondary,no,975.0,no,no,cellular,16.0,sep,303.0,1.0,792.0,1.0,failure
44816,35.0,management,married,unknown,no,2326.0,yes,yes,cellular,16.0,sep,319.0,1.0,-1.0,0.0,unknown
44817,26.0,student,single,secondary,no,655.0,no,no,cellular,16.0,sep,190.0,1.0,-1.0,0.0,unknown
44818,37.0,admin.,married,secondary,no,529.0,yes,no,cellular,16.0,sep,234.0,1.0,149.0,2.0,other
44819,58.0,management,divorced,unknown,no,2986.0,no,no,cellular,16.0,sep,414.0,1.0,91.0,5.0,other
44820,23.0,self-employed,single,tertiary,no,780.0,no,no,cellular,16.0,sep,393.0,1.0,183.0,3.0,success
44821,67.0,retired,married,secondary,no,2048.0,no,no,cellular,16.0,sep,452.0,5.0,195.0,4.0,other
44822,27.0,blue-collar,married,secondary,no,821.0,yes,yes,unknown,16.0,sep,23.0,1.0,778.0,41.0,other
44823,20.0,student,single,unknown,no,2785.0,no,no,cellular,16.0,sep,327.0,2.0,-1.0,0.0,unknown
44824,28.0,admin.,single,secondary,no,127.0,no,no,cellular,16.0,sep,1334.0,2.0,-1.0,0.0,unknown
44825,66.0,retired,married,primary,no,388.0,no,no,cellular,17.0,sep,152.0,2.0,-1.0,0.0,unknown
44826,41.0,management,married,tertiary,no,0.0,no,no,cellular,17.0,sep,294.0,4.0,63.0,11.0,other
44827,31.0,student,single,tertiary,no,4951.0,no,no,cellular,17.0,sep,285.0,3.0,81.0,3.0,failure
44828,34.0,management,married,tertiary,no,3301.0,yes,no,cellular,17.0,sep,164.0,5.0,92.0,6.0,success
44829,37.0,management,divorced,tertiary,no,488.0,yes,no,cellular,17.0,sep,328.0,1.0,854.0,2.0,failure
44830,81.0,retired,married,primary,no,1154.0,no,no,telephone,17.0,sep,231.0,1.0,-1.0,0.0,unknown
44831,46.0,management,divorced,tertiary,no,624.0,no,no,cellular,17.0,sep,336.0,2.0,183.0,2.0,success
44832,28.0,admin.,married,secondary,no,242.0,yes,no,unknown,17.0,sep,47.0,1.0,779.0,12.0,failure
44833,33.0,blue-collar,married,secondary,no,889.0,yes,no,unknown,18.0,sep,13.0,1.0,373.0,6.0,success
44834,37.0,management,married,tertiary,no,257.0,no,no,unknown,20.0,sep,11.0,1.0,-1.0,0.0,unknown
44835,46.0,services,married,primary,no,4343.0,yes,no,unknown,20.0,sep,185.0,1.0,-1.0,0.0,unknown
44836,33.0,blue-collar,married,primary,no,-195.0,no,no,unknown,20.0,sep,9.0,1.0,-1.0,0.0,unknown
44837,35.0,management,single,tertiary,no,151.0,no,no,unknown,20.0,sep,11.0,1.0,850.0,2.0,failure
44838,32.0,blue-collar,single,secondary,no,427.0,no,no,unknown,20.0,sep,11.0,1.0,-1.0,0.0,unknown
44839,26.0,management,single,tertiary,no,1.0,no,no,unknown,21.0,sep,6.0,1.0,-1.0,0.0,unknown
44840,35.0,management,single,tertiary,no,1120.0,no,no,unknown,21.0,sep,4.0,1.0,771.0,2.0,success
44841,35.0,student,single,secondary,no,278.0,no,no,unknown,21.0,sep,84.0,1.0,-1.0,0.0,unknown
44842,31.0,student,single,secondary,no,0.0,no,no,cellular,22.0,sep,173.0,1.0,-1.0,0.0,unknown
44843,44.0,management,divorced,tertiary,no,2367.0,no,no,cellular,22.0,sep,263.0,1.0,184.0,6.0,success
44844,23.0,technician,single,secondary,no,283.0,yes,no,cellular,22.0,sep,175.0,1.0,184.0,2.0,success
44845,40.0,entrepreneur,married,secondary,no,6403.0,no,no,cellular,22.0,sep,208.0,2.0,-1.0,0.0,unknown
44846,41.0,technician,married,secondary,no,1819.0,no,no,cellular,22.0,sep,397.0,1.0,371.0,3.0,failure
44847,27.0,management,married,tertiary,no,802.0,no,no,cellular,22.0,sep,569.0,1.0,-1.0,0.0,unknown
44848,45.0,admin.,single,secondary,no,375.0,no,yes,unknown,22.0,sep,10.0,1.0,594.0,6.0,failure
44849,70.0,retired,married,primary,no,3782.0,no,no,cellular,22.0,sep,704.0,2.0,190.0,1.0,failure
44850,36.0,management,single,tertiary,no,5958.0,yes,no,cellular,22.0,sep,155.0,1.0,184.0,1.0,success
44851,60.0,admin.,married,secondary,no,3735.0,no,no,cellular,22.0,sep,183.0,1.0,184.0,11.0,success
44852,55.0,management,married,secondary,no,2693.0,no,no,cellular,22.0,sep,182.0,1.0,184.0,7.0,success
44853,58.0,technician,married,secondary,no,99.0,no,no,telephone,22.0,sep,396.0,2.0,-1.0,0.0,unknown
44854,55.0,management,divorced,tertiary,no,7010.0,no,no,cellular,22.0,sep,155.0,1.0,195.0,2.0,failure
44855,43.0,unemployed,married,secondary,no,0.0,yes,yes,cellular,23.0,sep,183.0,2.0,184.0,13.0,failure
44856,26.0,management,single,tertiary,no,1027.0,no,no,cellular,23.0,sep,744.0,1.0,-1.0,0.0,unknown
44857,25.0,management,single,tertiary,no,3902.0,no,no,cellular,23.0,sep,856.0,1.0,-1.0,0.0,unknown
44858,31.0,housemaid,married,secondary,no,243.0,yes,no,cellular,23.0,sep,305.0,2.0,842.0,1.0,failure
44859,55.0,admin.,married,secondary,no,0.0,no,no,cellular,23.0,sep,180.0,2.0,238.0,3.0,success
44860,33.0,management,married,tertiary,no,289.0,no,no,cellular,23.0,sep,333.0,1.0,-1.0,0.0,unknown
44861,55.0,management,divorced,tertiary,no,26306.0,yes,no,cellular,23.0,sep,84.0,1.0,589.0,4.0,failure
44862,54.0,services,single,secondary,no,0.0,no,no,cellular,23.0,sep,209.0,1.0,-1.0,0.0,unknown
44863,33.0,management,single,tertiary,no,224.0,no,no,cellular,23.0,sep,409.0,2.0,92.0,4.0,success
44864,46.0,management,married,tertiary,no,7485.0,no,no,cellular,23.0,sep,145.0,1.0,779.0,2.0,failure
44865,29.0,unemployed,single,secondary,no,1055.0,no,no,cellular,23.0,sep,427.0,1.0,603.0,1.0,failure
44866,28.0,admin.,single,tertiary,no,313.0,no,yes,cellular,23.0,sep,124.0,1.0,59.0,6.0,failure
44867,36.0,admin.,single,secondary,no,60.0,yes,no,cellular,23.0,sep,156.0,2.0,-1.0,0.0,unknown
44868,31.0,management,single,tertiary,no,2590.0,no,no,cellular,23.0,sep,103.0,2.0,484.0,2.0,other
44869,59.0,management,married,tertiary,no,5397.0,no,no,cellular,23.0,sep,244.0,1.0,92.0,3.0,success
44870,20.0,student,single,unknown,no,179.0,no,no,cellular,23.0,sep,317.0,1.0,182.0,6.0,failure
44871,37.0,blue-collar,single,unknown,no,217.0,no,no,cellular,23.0,sep,272.0,2.0,-1.0,0.0,unknown
44872,30.0,technician,single,secondary,no,1532.0,no,no,cellular,23.0,sep,447.0,1.0,489.0,6.0,failure
44873,35.0,technician,married,tertiary,no,0.0,yes,yes,cellular,23.0,sep,112.0,1.0,62.0,6.0,other
44874,36.0,unemployed,married,secondary,no,17458.0,no,no,cellular,23.0,sep,390.0,2.0,-1.0,0.0,unknown
44875,82.0,retired,divorced,primary,no,928.0,no,no,telephone,23.0,sep,217.0,2.0,188.0,3.0,other
44876,34.0,management,married,tertiary,no,937.0,no,no,cellular,23.0,sep,405.0,1.0,391.0,3.0,failure
44877,28.0,management,single,tertiary,no,6551.0,no,no,cellular,23.0,sep,203.0,1.0,-1.0,0.0,unknown
44878,31.0,blue-collar,married,secondary,no,812.0,yes,no,cellular,23.0,sep,245.0,1.0,-1.0,0.0,unknown
44879,30.0,self-employed,single,tertiary,no,655.0,no,no,cellular,23.0,sep,272.0,4.0,184.0,1.0,success
44880,38.0,management,married,tertiary,no,845.0,no,no,cellular,23.0,sep,134.0,1.0,-1.0,0.0,unknown
44881,35.0,admin.,single,secondary,no,303.0,no,no,cellular,24.0,sep,173.0,2.0,190.0,10.0,other
44882,39.0,admin.,married,tertiary,no,1322.0,yes,no,cellular,24.0,sep,157.0,3.0,486.0,1.0,other
44883,36.0,self-employed,married,tertiary,no,980.0,no,no,cellular,24.0,sep,349.0,2.0,53.0,8.0,failure
44884,40.0,management,single,tertiary,no,3840.0,yes,no,cellular,24.0,sep,232.0,2.0,409.0,2.0,success
44885,32.0,blue-collar,single,secondary,no,2093.0,no,no,cellular,24.0,sep,224.0,2.0,444.0,1.0,failure
44886,38.0,management,married,tertiary,no,0.0,no,no,cellular,24.0,sep,246.0,12.0,197.0,6.0,failure
44887,49.0,management,married,tertiary,no,1167.0,yes,yes,cellular,24.0,sep,249.0,1.0,91.0,14.0,success
44888,50.0,services,married,secondary,no,2376.0,yes,no,cellular,24.0,sep,395.0,1.0,-1.0,0.0,unknown
44889,29.0,unemployed,single,secondary,no,670.0,yes,no,unknown,26.0,sep,6.0,1.0,-1.0,0.0,unknown
44890,36.0,unemployed,married,secondary,no,923.0,no,no,unknown,27.0,sep,6.0,1.0,-1.0,0.0,unknown
44891,55.0,services,divorced,secondary,no,0.0,no,no,cellular,27.0,sep,262.0,6.0,193.0,4.0,success
44892,89.0,retired,married,primary,no,0.0,no,no,telephone,27.0,sep,157.0,5.0,-1.0,0.0,unknown
44893,81.0,retired,divorced,primary,no,949.0,no,no,cellular,27.0,sep,188.0,2.0,280.0,1.0,other
44894,72.0,retired,married,primary,no,4657.0,no,no,cellular,27.0,sep,132.0,4.0,94.0,16.0,other
44895,34.0,management,married,tertiary,no,812.0,no,no,cellular,27.0,sep,156.0,2.0,279.0,1.0,failure
44896,23.0,student,single,secondary,no,1062.0,no,no,telephone,27.0,sep,379.0,3.0,-1.0,0.0,unknown
44897,31.0,technician,married,tertiary,no,3338.0,yes,no,cellular,27.0,sep,162.0,2.0,95.0,4.0,failure
44898,24.0,management,single,tertiary,no,393.0,no,no,cellular,27.0,sep,1298.0,1.0,-1.0,0.0,unknown
